pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategy
1955,2,78,4,1,2,15,3,3,,,,,,,5,1,1,10,7,3,2,7,0,1,10,4,1,,2,0,1,8,,2,,1,2,2,1,5,2,3,1,3,1,,,2,5,1,4,1,5,5,2,5,4,4,3,4,4,4,4,1,4,3,4,3,5,3,9,9,2,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,2
2366,1,69,7,4,2,8,1,2,21000,10000,10000,2,2,2,5,2,3,5,6,2,3,0,2,2,10,4,2,,4,5,1,0,3,4,,5,5,2,2,1,1,5,1,2,,5,1,2,4,1,4,2,3,3,2,3,2,4,3,3,2,2,4,,,2,2,5,5,2,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,0,1,0,5,4,5,5,5,2,4,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,4.5,1
2943,1,29,13,4,1,19,1,1,11000,13000,17000,12,8,2,3,6,3,6,6,0,2,9,3,8,9,4,6,,6,5,1,7,2,3,3,2,4,1,2,2,2,2,3,3,3,4,1,5,2,2,4,2,2,5,1,4,3,4,3,2,2,2,4,3,3,2,2,8,3,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,8,8,8,8,3,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,4,1,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3,1
1864,2,81,7,2,2,14,3,,10000,,10000,1,,1,3,1,2,10,3,2,0,2,4,,10,,1,,4,,2,2,4,2,2,3,5,5,1,,2,4,1,2,4,5,2,3,3,3,2,2,4,4,1,2,3,4,3,2,2,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3
1042,1,49,4,3,4,4,3,3,11000,10000,17000,12,,6,5,,,5,2,0,0,5,1,,,2,,,5,4,2,0,5,1,2,3,5,2,1,1,1,3,3,3,4,5,5,5,5,3,2,2,3,2,2,3,3,5,2,3,2,,4,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,8,8,8,3,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,3,5
2432,2,50,8,3,1,,2,2,21000,12000,12000,6,12,2,5,2,3,1,10,0,0,6,0,,10,4,,,5,5,1,2,2,1,1,5,2,1,1,5,1,2,1,5,1,4,5,5,5,2,2,3,3,5,1,2,5,4,2,2,1,1,4,1,2,1,1,7,7,8,9,8,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,1
4379,2,21,7,3,1,,4,3,10000,10000,22000,,1,3,6,3,3,4,2,6,0,2,1,,,2,,3,2,2,3,4,4,1,2,1,5,,2,2,2,4,1,2,2,5,5,5,5,2,3,4,3,3,2,4,3,3,2,3,3,3,4,2,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,4
1079,1,16,6,3,2,2,4,,,,,,,,,,,,,6,,,7,,7,,,,1,,,,,2,,4,4,,,2,4,,2,3,2,4,,4,3,3,2,3,4,4,2,3,4,2,3,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4
1043,2,17,4,2,,,4,4,10000,,20000,,,6,,,,3,2,0,0,6,,,,1,,6,2,1,3,4,5,1,3,2,5,2,1,2,1,4,1,2,3,5,5,4,5,1,3,2,4,5,1,3,4,5,1,4,4,3,4,3,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,2,2,2,4.5,4
3365,1,22,7,3,2,8,4,3,10000,10000,,1,1,,5,,,6,4,5,0,4,5,1,8,4,1,,3,3,1,5,2,3,2,3,,,,,3,4,1,2,1,5,4,5,5,2,3,3,4,5,2,2,4,1,3,3,3,3,4,1,3,4,3,2,9,9,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,1,8,8,2,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,4
1927,2,39,7,3,2,,2,2,10000,10000,22000,1,1,1,4,1,2,10,10,0,0,0,0,1,10,4,1,,6,5,1,1,2,1,1,2,5,1,1,5,1,3,1,2,1,5,2,5,5,5,1,2,2,5,1,5,3,3,1,2,3,2,4,1,1,2,1,7,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,1
3937,2,57,6,2,2,14,1,2,11000,11000,18000,1,1,1,1,1,1,10,4,0,0,6,0,1,10,4,1,,5,4,1,5,5,5,1,5,3,1,2,3,2,2,3,4,2,4,4,4,2,2,2,1,2,5,2,1,4,1,3,1,2,1,2,2,2,2,2,5,1,5,5,1,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5,8,8,8,6,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5,5,5,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,,,,2.5,2
939,2,51,7,2,2,7,3,2,21000,10000,10000,12,2,1,5,,,7,7,0,1,6,1,6,10,4,,,4,3,1,7,3,3,3,4,5,2,3,5,1,2,1,3,1,4,3,4,3,3,1,3,4,5,2,3,3,3,3,4,3,3,4,1,4,3,2,1,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,8,7,5,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,3
4152,2,35,9,3,2,,2,2,,99999,,,12,,5,2,2,5,10,0,0,5,0,2,10,4,2,,4,6,3,2,3,4,2,4,4,4,2,5,3,3,2,3,1,4,2,2,3,3,2,3,4,5,1,4,4,5,1,3,2,1,4,1,2,3,2,4,1,3,8,8,8,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,1
2372,2,79,3,2,4,16,4,,10000,,,12,,,,2,3,1,10,0,0,0,0,,,,,2,1,,2,,,1,,,5,5,1,3,1,4,2,1,3,5,4,4,4,3,3,4,4,4,2,3,3,4,3,4,4,,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3
1078,1,57,7,3,3,5,2,2,11000,10000,10000,1,3,1,5,,,7,7,7,0,2,8,3,10,4,,,4,4,3,4,3,1,2,4,,3,2,2,3,4,1,2,2,4,4,3,4,4,1,2,5,4,3,1,4,3,2,3,2,4,3,2,3,2,1,7,8,5,,8,9,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,9,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
2956,1,51,7,2,2,8,3,3,21000,10000,,6,2,,0,6,3,8,0,5,0,10,0,2,10,4,6,,4,4,1,10,1,3,1,4,4,5,1,1,2,2,3,5,3,2,4,4,5,2,3,2,5,5,1,4,3,2,2,2,2,2,2,3,3,2,1,5,2,1,8,8,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,3
1863,1,41,8,2,2,15,1,,10000,,10000,1,,2,4,1,2,10,0,2,0,0,0,,10,,1,,6,,3,3,5,2,1,5,5,5,1,5,3,4,1,3,2,4,5,4,2,5,2,4,2,2,1,1,5,2,1,1,1,3,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
2717,1,75,4,2,3,9,4,4,22000,10000,,3,,,,3,3,4,1,7,0,0,0,,3,1,,3,,,3,2,,1,2,4,4,5,1,1,2,5,1,1,4,5,5,5,4,2,4,5,3,2,3,3,3,2,4,4,3,,4,4,4,4,4,7,9,9,8,9,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,3
815,2,16,6,2,3,15,4,,10000,,10000,1,,1,5,,,3,3,4,2,5,6,,3,,,9,3,,1,4,2,2,3,1,3,1,2,5,2,2,3,1,2,3,3,2,1,5,1,3,5,2,3,2,5,4,3,4,3,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5
950,2,38,7,2,2,5,3,3,19000,,10000,1,,2,5,,,5,7,7,0,4,,2,10,4,,,4,4,3,4,3,1,3,2,5,4,2,,2,4,1,2,2,5,4,4,3,4,1,3,2,5,2,4,4,2,3,2,3,3,3,2,4,2,3,5,2,1,8,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,5
1791,1,41,8,1,2,,4,3,17000,10000,10000,,1,1,3,1,3,7,4,2,1,3,0,,7,1,1,,5,3,3,5,4,1,3,4,5,2,3,2,2,4,1,3,3,4,5,5,5,3,2,2,4,5,1,2,5,3,3,3,3,3,3,3,4,3,1,7,2,1,9,9,9,9,9,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,5,1,1,8,7,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3
2350,1,35,7,1,1,15,3,,,,,,,,3,2,2,0,8,5,2,0,0,,7,,2,,0,,2,0,3,1,1,3,,2,1,,1,4,1,1,2,3,4,3,3,2,2,1,5,5,1,2,4,4,3,3,3,3,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4
3478,2,57,8,1,3,12,3,3,,11000,,,,,,,,,,,,,,2,10,4,,,2,1,3,0,3,1,3,1,5,1,1,5,3,2,1,3,4,5,5,5,3,4,3,3,5,2,1,3,4,5,3,4,4,4,4,4,4,3,4,1,8,8,1,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,9,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3
3477,2,41,7,1,2,12,2,1,11000,11000,,,11,,5,,,4,5,5,5,4,8,11,10,4,9,,3,2,2,5,2,4,2,4,5,4,1,3,3,4,1,1,1,5,5,4,2,3,2,3,3,4,2,2,4,2,3,1,2,3,3,1,2,3,1,3,8,8,8,8,8,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,1
1062,2,31,7,2,2,15,4,,19000,,,6,,,,,,3,4,0,0,7,0,,8,,,,1,,1,,4,4,3,1,5,2,1,5,3,5,1,1,3,5,4,1,5,2,2,1,5,5,1,5,1,3,2,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4
313,1,48,7,1,2,11,2,,,,,,,,8,3,2,1,5,9,5,1,2,,10,,3,,3,,2,2,3,2,2,2,3,3,1,4,3,2,2,2,2,3,4,3,3,3,3,3,3,4,3,3,2,3,2,3,2,2,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
1813,1,62,11,1,2,9,2,,,,,,,,4,1,3,7,7,5,0,5,1,,0,,,1,5,,1,3,3,2,3,2,4,2,2,4,1,2,2,2,3,4,4,4,3,3,2,2,3,3,2,1,4,2,3,3,2,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
2351,2,64,10,1,2,14,2,2,12000,21000,11000,,8,1,4,2,3,5,5,0,1,5,0,6,10,4,,,5,5,1,,1,2,2,4,3,4,4,1,1,2,3,4,1,3,4,5,5,4,2,2,3,3,2,2,4,5,2,2,1,2,3,1,3,2,1,7,9,2,3,9,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,8,9,8,7,3,3,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,2,5,4,4,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,2.5,1
2740,2,23,4,2,4,6,3,,22000,,11000,3,,3,5,3,2,0,0,10,0,0,0,,10,,3,,1,,,0,3,1,1,1,4,3,1,1,1,1,1,1,1,5,4,3,3,4,2,1,3,3,3,4,2,3,2,2,2,4,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4
423,2,25,7,1,,14,3,3,,,,,,,,,,,,,,,,2,,4,,,1,2,2,,3,3,1,3,3,1,1,3,3,4,1,1,2,,4,3,3,3,3,3,4,4,1,1,3,3,3,4,4,4,4,2,2,3,4,8,9,1,8,8,8,8,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,8,8,8,1,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,4
4745,2,55,8,1,2,14,3,3,,,,,,,3,,,8,2,1,0,7,0,1,9,5,1,,5,4,1,,5,5,2,4,4,2,,5,3,2,4,4,3,3,,4,5,2,2,3,4,4,2,2,4,4,2,3,3,3,4,3,3,3,1,4,8,4,8,8,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,2,3
914,2,83,3,1,3,4,1,,,,,,,,5,,,5,9,3,3,1,1,,9,,,,2,,,1,2,2,2,2,2,,1,,2,4,2,2,2,4,4,2,1,1,2,2,5,5,1,2,5,4,2,2,3,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
1053,2,68,7,2,2,5,2,3,21000,11000,18000,12,3,12,3,,,0,0,0,1,0,2,,6,1,12,,3,4,2,0,5,4,5,5,2,5,3,5,4,5,1,2,3,5,3,3,1,1,1,5,4,5,1,4,3,5,1,2,4,4,4,3,3,3,1,7,9,1,9,9,5,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,4,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
913,1,76,3,1,3,6,3,3,12000,11000,11000,3,1,,5,,,3,3,5,2,1,0,3,8,4,3,,4,6,3,3,2,2,2,3,,5,1,,2,4,2,1,4,4,5,4,3,2,3,2,4,3,2,2,4,5,4,,2,,1,4,,,2,3,2,4,2,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,8,8,8,1,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,3
1054,1,16,4,2,2,,3,,,,,,,,8,,,5,5,5,,5,,,9,,,,2,,1,5,4,,3,5,2,1,3,5,3,5,3,5,2,3,3,4,3,3,3,2,4,4,1,2,4,3,3,4,4,4,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
1938,1,69,3,1,3,9,3,,,,,,,,,1,3,9,7,5,1,1,8,,9,,1,,3,,1,1,2,2,2,3,,5,2,2,2,4,2,2,,5,,4,4,2,2,2,5,2,2,2,5,2,,,1,,4,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3
3476,1,51,7,1,2,5,3,,11000,,,,,,6,,,3,6,5,0,0,1,,10,,,,1,,2,0,4,2,1,1,,5,1,4,3,4,1,1,3,4,4,3,1,2,2,2,3,5,2,3,3,2,2,3,3,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4
3260,1,66,7,2,2,14,1,1,10000,13000,11000,1,1,6,5,,,8,7,0,0,8,0,,10,4,,,5,6,1,3,4,2,4,5,4,1,3,1,2,3,2,4,2,4,3,4,,4,1,2,4,5,1,4,4,1,4,1,1,4,3,2,2,2,2,4,3,9,9,8,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,4,4,4,4,2,2,3,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,,,,3,1
3799,2,16,4,2,,,4,,,,,,,,0,,,10,,0,,,,,10,,1,,1,,,,,,,,,1,,,1,,2,3,1,,,,,,2,3,4,4,3,3,3,3,3,2,4,4,4,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4
474,1,57,9,1,2,16,2,3,,,,,,,5,1,2,10,0,0,0,0,0,1,8,4,1,,1,2,3,0,4,3,1,4,4,5,2,5,3,5,2,2,3,1,3,3,2,2,3,4,3,4,2,4,4,3,2,2,2,2,3,3,3,3,3,5,8,3,8,8,8,8,2,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,1
540,1,19,9,1,2,19,3,3,,,,,,,2,,,,,3,,4,,9,5,4,,,,1,2,3,3,4,3,5,3,1,2,3,3,3,2,3,3,3,3,5,5,3,4,3,3,2,3,3,4,4,1,3,2,2,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,8,1,8,3,4,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,4,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,2,3.5,4
1902,1,53,7,2,2,15,3,3,10000,13000,,12,1,,0,1,3,6,6,2,1,7,2,1,10,4,1,,3,1,1,1,3,1,4,2,2,4,1,1,1,1,1,4,,2,2,2,1,1,1,1,5,1,1,3,4,4,3,4,4,4,4,,4,2,4,3,3,3,8,9,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,9,8,9,7,8,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,3
3774,1,21,6,1,1,,3,2,11000,11000,,6,1,,4,,,1,1,0,1,10,2,12,5,4,6,,2,4,3,5,4,1,3,1,4,1,1,1,4,1,1,3,4,3,4,4,4,4,2,3,2,1,2,3,3,2,2,4,4,4,4,4,4,4,1,4,4,1,2,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,4,4
2705,2,24,4,1,,3,4,3,11000,,,3,,,7,3,2,2,4,8,,8,,,,1,,,1,2,3,3,3,2,4,3,1,3,,5,1,3,2,3,,3,3,3,3,3,1,1,5,3,3,1,2,3,1,2,2,3,4,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3.5,4
4196,1,73,7,1,1,12,2,1,99999,23000,,2,2,,5,2,2,3,8,0,1,5,0,2,10,4,2,,5,6,1,10,1,1,1,1,,1,1,1,1,3,1,5,,3,3,2,1,1,5,1,5,5,1,1,2,4,1,3,1,1,3,,3,1,1,7,7,8,8,8,8,8,8,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,8,8,8,7,8,8,8,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,1
3215,2,62,7,1,2,15,3,3,,10000,,,,,0,9,,3,3,0,0,3,10,9,10,4,9,,3,4,2,2,3,,,5,3,,,5,2,2,,3,1,,3,4,,3,3,1,4,2,2,3,2,4,2,2,2,,3,1,1,1,1,6,3,8,8,8,8,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3
606,2,39,7,1,2,,3,3,,13000,,,6,,0,,,,,,,,,1,,4,,,2,2,3,0,3,1,2,1,3,3,3,5,2,4,2,2,2,3,5,1,1,1,3,2,2,4,2,4,2,1,2,3,4,4,4,2,4,4,3,1,3,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,4
1055,1,23,7,2,2,20,3,,10000,,,6,,,5,,,7,8,0,0,8,5,,7,,6,,3,,1,7,3,1,5,2,5,3,2,5,1,2,2,4,2,4,4,5,4,3,2,2,3,2,3,1,4,3,3,3,2,2,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
1903,2,39,7,2,2,15,3,,,,,,,,10,1,2,10,0,0,0,6,0,,10,,1,,1,,3,1,3,1,1,4,5,1,1,5,1,2,1,3,1,5,4,3,1,4,1,3,5,5,1,4,3,5,1,2,2,2,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
2995,2,60,10,1,2,17,2,2,12000,10000,20000,2,6,6,5,6,3,2,2,1,2,9,1,9,10,5,6,,3,2,2,2,5,3,3,1,3,1,1,5,1,2,1,4,1,4,4,2,1,2,4,4,1,4,1,4,2,5,1,2,2,2,2,1,2,2,1,7,5,2,2,8,4,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,8,8,1,8,5,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,5,4,1,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,1
